SKU,Category,Lead Time (days)
347944,WINE,18
347960,WINE,21
347968,WINE,18
347970,WINE,14
347971,BEER,10
347973,WINE,15
347987,WINE,16
347991,WINE,14
347999,WINE,17
34800,WINE,16
348000,WINE,18
348006,WINE,18
348010,WINE,14
348034,WINE,21
348035,BEER,11
348036,BEER,14
348037,BEER,7
348045,KEGS,21
348052,WINE,19
348057,WINE,20
348061,WINE,16
348063,WINE,19
348067,WINE,17
348077,WINE,17
348102,WINE,20
348105,WINE,18
348106,WINE,19
348111,WINE,14
348113,WINE,16
348114,WINE,19
348117,WINE,15
348124,WINE,17
348127,WINE,15
348128,WINE,18
348134,WINE,21
348139,WINE,21
348159,WINE,20
348164,WINE,14
348166,WINE,15
348184,WINE,16
348186,WINE,16
348200,WINE,17
348206,WINE,14
348217,WINE,14
348223,LIQUOR,19
348225,LIQUOR,19
348235,WINE,16
348244,WINE,21
348250,WINE,21
348251,LIQUOR,11
348270,WINE,14
348272,WINE,18
348274,WINE,21
351608,WINE,17
348286,WINE,19
348288,WINE,20
348300,WINE,14
348328,WINE,19
348332,WINE,19
348334,WINE,16
348340,WINE,19
348344,WINE,14
348346,WINE,21
34835,LIQUOR,10
348350,WINE,18
348352,LIQUOR,15
348364,WINE,17
348368,WINE,15
348374,WINE,16
348376,LIQUOR,15
348384,WINE,20
348386,WINE,21
348392,WINE,21
348394,WINE,15
348396,LIQUOR,15
348398,LIQUOR,19
348400,LIQUOR,13
348402,LIQUOR,18
348406,WINE,20
348410,WINE,20
348418,WINE,20
348422,LIQUOR,15
348424,WINE,20
348532,LIQUOR,11
34843,WINE,21
348430,WINE,20
348436,WINE,16
348438,WINE,15
348444,WINE,21
348446,WINE,14
348448,LIQUOR,11
348449,WINE,18
348451,LIQUOR,19
348453,LIQUOR,19
348455,LIQUOR,13
348456,LIQUOR,13
348458,LIQUOR,16
348460,LIQUOR,10
348468,WINE,16
348474,WINE,15
348476,WINE,16
348480,LIQUOR,15
348490,LIQUOR,17
34851,LIQUOR,19
348581,WINE,18
348592,WINE,18
348596,WINE,15
34860,LIQUOR,10
348630,WINE,18
348640,WINE,19
348646,WINE,15
348662,WINE,16
348678,LIQUOR,14
348688,WINE,15
348704,WINE,20
348706,WINE,15
348708,WINE,16
348710,WINE,21
348714,LIQUOR,17
348724,WINE,18
348763,WINE,16
348765,WINE,15
348770,WINE,21
348782,WINE,15
348786,WINE,16
348788,WINE,17
348794,WINE,18
348802,WINE,19
348812,WINE,14
348826,WINE,18
348837,LIQUOR,16
348839,WINE,18
348859,WINE,17
348887,WINE,17
348889,WINE,15
348891,WINE,15
348893,WINE,18
348897,WINE,17
348900,WINE,14
348902,WINE,19
348920,WINE,20
348924,WINE,21
348926,WINE,15
348932,WINE,20
348936,WINE,15
348939,WINE,18
348943,WINE,16
348953,WINE,20
348956,LIQUOR,12
348958,WINE,14
348961,WINE,15
348976,WINE,18
348986,WINE,18
348991,WINE,21
348995,WINE,19
349039,WINE,14
349041,WINE,14
349045,WINE,20
349066,WINE,16
349077,WINE,17
349079,WINE,18
349083,WINE,18
349085,WINE,19
349087,WINE,21
349091,WINE,17
349097,WINE,20
349099,WINE,18
349115,WINE,18
349125,LIQUOR,18
349127,LIQUOR,19
349139,WINE,21
349159,WINE,19
349167,WINE,20
349187,WINE,19
349189,WINE,15
349200,WINE,16
349202,WINE,21
349203,LIQUOR,19
349204,WINE,18
349206,LIQUOR,10
349210,WINE,14
349211,WINE,15
349214,WINE,17
349215,WINE,14
349218,WINE,18
349220,WINE,19
349238,LIQUOR,14
34924,WINE,21
349242,WINE,18
349244,WINE,21
349246,WINE,21
349248,WINE,18
349291,WINE,16
34932,WINE,14
349356,WINE,14
349372,WINE,14
349380,WINE,20
34940,LIQUOR,19
349406,LIQUOR,10
349408,LIQUOR,11
349412,LIQUOR,17
349414,LIQUOR,19
349424,WINE,18
349434,WINE,21
349442,LIQUOR,20
349458,WINE,19
349460,WINE,18
349462,WINE,15
349498,LIQUOR,11
349502,WINE,21
349506,WINE,20
349508,WINE,16
349510,WINE,17
349518,WINE,16
349530,WINE,17
349538,WINE,15
349555,WINE,16
349559,WINE,20
349561,WINE,16
349567,WINE,15
349569,WINE,21
349575,WINE,20
349596,WINE,20
349598,WINE,20
349600,WINE,21
349604,LIQUOR,14
349610,WINE,19
349612,WINE,20
349639,WINE,16
349643,WINE,16
349645,WINE,20
349650,LIQUOR,10
349654,WINE,18
349656,WINE,17
349661,WINE,21
349665,WINE,15
349673,WINE,14
349678,LIQUOR,10
35939,LIQUOR,13
348620,WINE,16
349688,WINE,15
349706,WINE,20
349732,WINE,20
349734,WINE,19
349750,WINE,16
349758,WINE,19
349770,WINE,19
349786,WINE,15
349790,WINE,15
349800,LIQUOR,15
349802,WINE,21
349804,LIQUOR,15
240671,WINE,21
349814,WINE,15
349837,WINE,14
349843,WINE,18
349845,WINE,16
349858,WINE,18
349878,WINE,20
349892,WINE,15
349894,WINE,17
349896,WINE,14
349898,LIQUOR,10
349900,WINE,18
349954,WINE,17
349966,WINE,21
349968,WINE,16
349970,WINE,21
349974,LIQUOR,12
350024,WINE,19
350034,WINE,16
350062,WINE,16
350078,WINE,16
350082,WINE,18
350087,WINE,17
350092,WINE,15
350095,WINE,17
350104,WINE,16
350140,WINE,16
35017,WINE,15
350214,WINE,16
350216,WINE,21
350222,WINE,17
350232,WINE,17
350236,WINE,17
350246,WINE,21
35025,LIQUOR,10
350252,WINE,14
350274,WINE,18
350284,WINE,21
350286,WINE,21
350304,WINE,19
350310,WINE,15
350314,WINE,14
35033,LIQUOR,18
350368,WINE,20
350374,WINE,14
350378,WINE,18
350380,WINE,17
350382,WINE,19
350404,WINE,19
35041,LIQUOR,12
350416,WINE,19
352014,WINE,14
350450,WINE,17
350452,WINE,21
350458,LIQUOR,16
350462,WINE,20
350474,WINE,20
350480,WINE,14
350486,WINE,19
350488,WINE,18
350508,WINE,19
350536,WINE,14
350542,WINE,21
350546,WINE,18
350548,WINE,17
350556,WINE,17
350562,WINE,18
350568,WINE,17
350592,WINE,17
350600,WINE,21
350604,WINE,19
350606,WINE,19
350616,WINE,17
350630,WINE,20
350644,WINE,16
350652,WINE,14
350666,LIQUOR,18
350670,WINE,19
350674,WINE,17
35068,LIQUOR,17
350684,WINE,14
350699,WINE,16
350700,LIQUOR,10
350702,WINE,17
350704,LIQUOR,12
350716,WINE,18
350720,WINE,20
350748,WINE,18
350756,LIQUOR,10
350758,WINE,14
35076,LIQUOR,18
350760,LIQUOR,19
350774,LIQUOR,13
350776,LIQUOR,18
350836,WINE,20
350838,WINE,19
35084,LIQUOR,10
350840,LIQUOR,15
350846,WINE,17
350848,WINE,18
350852,WINE,19
350856,WINE,18
70990,LIQUOR,20
350860,WINE,19
350864,WINE,18
350880,LIQUOR,15
350884,WINE,18
350886,WINE,19
350888,WINE,17
350900,WINE,14
350902,WINE,20
350907,WINE,17
35092,LIQUOR,13
350930,WINE,20
350956,WINE,19
350966,WINE,14
351016,WINE,14
351020,WINE,16
351064,WINE,21
351067,WINE,19
351074,WINE,16
351084,WINE,16
351090,LIQUOR,19
351092,LIQUOR,20
351096,WINE,19
351132,LIQUOR,12
351138,LIQUOR,16
35114,LIQUOR,10
351150,WINE,17
351152,WINE,19
351156,WINE,14
351158,WINE,20
351176,WINE,21
351178,WINE,19
351184,WINE,15
351188,WINE,19
351196,WINE,19
351218,LIQUOR,15
351220,WINE,14
351256,WINE,16
351262,WINE,16
351266,LIQUOR,17
351276,WINE,17
351294,LIQUOR,11
351300,LIQUOR,14
351302,LIQUOR,12
351314,LIQUOR,12
351316,WINE,20
351318,WINE,14
351328,LIQUOR,12
351358,LIQUOR,16
351360,LIQUOR,11
351362,LIQUOR,15
351370,WINE,18
351380,WINE,21
351382,WINE,21
351384,WINE,21
351388,WINE,18
351390,WINE,17
351416,WINE,21
351420,WINE,16
351432,WINE,19
351436,WINE,16
351438,WINE,19
351440,WINE,16
351444,WINE,21
351446,WINE,20
351448,WINE,14
351452,LIQUOR,20
351488,LIQUOR,17
35149,LIQUOR,14
351526,WINE,20
351532,WINE,19
351536,WINE,16
351538,WINE,20
351560,WINE,21
351562,WINE,14
351566,WINE,21
351568,WINE,21
35157,LIQUOR,19
353918,WINE,17
351572,WINE,15
351574,WINE,16
351576,WINE,14
351578,WINE,21
351580,WINE,15
351582,WINE,14
351584,WINE,18
351588,WINE,18
351590,WINE,16
351592,WINE,14
351594,WINE,19
351596,WINE,14
351598,LIQUOR,19
351600,LIQUOR,18
351602,WINE,18
351604,WINE,16
351606,WINE,14
351612,WINE,20
351614,WINE,14
351616,WINE,21
351618,WINE,16
351620,WINE,16
351624,WINE,14
351626,WINE,18
351628,WINE,16
351632,WINE,20
351634,WINE,17
351636,WINE,14
351638,WINE,15
351640,WINE,20
351642,WINE,16
351646,WINE,19
351648,WINE,17
351654,WINE,15
351660,WINE,21
351664,WINE,16
351666,WINE,17
351668,WINE,17
351670,WINE,20
351672,WINE,17
351674,WINE,20
351676,WINE,16
351684,WINE,18
351686,WINE,14
351687,WINE,17
351688,NON-ALCOHOL,10
351696,WINE,18
351700,WINE,15
35173,LIQUOR,18
351796,WINE,20
35190,LIQUOR,13
351997,WINE,19
35203,LIQUOR,13
35220,LIQUOR,12
352292,WINE,21
352578,WINE,15
35262,LIQUOR,17
352845,WINE,14
35289,LIQUOR,13
35300,WINE,20
353027,WINE,21
353060,WINE,20
35319,LIQUOR,20
353191,WINE,15
353221,WINE,20
35327,LIQUOR,12
353337,WINE,20
35335,LIQUOR,10
353370,WINE,14
353388,WINE,15
353396,WINE,15
35360,LIQUOR,12
353825,WINE,17
353892,WINE,14
353949,WINE,17
35408,LIQUOR,16
354155,WINE,21
35424,LIQUOR,18
35432,LIQUOR,12
354341,WINE,21
354503,WINE,20
354562,WINE,14
35467,LIQUOR,13
35483,LIQUOR,17
35521,WINE,21
35548,LIQUOR,13
35556,LIQUOR,14
355623,WINE,17
35580,LIQUOR,12
355879,WINE,14
355926,WINE,14
35599,LIQUOR,20
356018,WINE,21
356204,WINE,15
35629,LIQUOR,11
35637,LIQUOR,20
356409,WINE,15
356581,WINE,21
35661,LIQUOR,18
35670,LIQUOR,18
356930,WINE,19
35700,LIQUOR,18
357120,WINE,17
357324,WINE,17
357375,WINE,14
357383,WINE,21
35750,WINE,18
357626,WINE,19
35769,WINE,17
357731,WINE,17
357804,WINE,17
357871,WINE,16
35815,LIQUOR,11
358169,WINE,16
35831,LIQUOR,10
35858,LIQUOR,19
35866,LIQUOR,17
358878,WINE,18
359017,WINE,16
359092,WINE,17
35916,WINE,18
35920,LIQUOR,12
359475,WINE,17
359645,LIQUOR,19
359653,WINE,14
359670,WINE,14
359696,WINE,15
359793,WINE,15
35998,WINE,20
360015,WINE,18
360120,WINE,16
36013,LIQUOR,15
36030,LIQUOR,10
360392,WINE,15
360414,WINE,18
360449,WINE,14
36048,LIQUOR,12
360490,WINE,21
36056,LIQUOR,17
360597,WINE,17
36080,LIQUOR,17
360813,WINE,15
360902,WINE,18
36102,LIQUOR,14
361054,WINE,15
3611,BEER,9
36110,LIQUOR,10
361283,WINE,21
36129,LIQUOR,14
36137,LIQUOR,16
36153,LIQUOR,18
361585,WINE,19
361593,WINE,20
36161,LIQUOR,19
361690,WINE,20
361747,WINE,18
36188,LIQUOR,18
362069,WINE,16
362107,WINE,19
362158,WINE,15
362301,WINE,18
362433,WINE,14
362476,WINE,21
362484,WINE,19
36250,LIQUOR,15
363120,WINE,15
36315,LIQUOR,18
363308,WINE,19
363529,WINE,14
36358,LIQUOR,14
363693,WINE,15
36374,LIQUOR,20
36390,LIQUOR,14
364118,WINE,15
364134,WINE,19
364231,WINE,16
364444,WINE,15
364487,WINE,17
364541,WINE,20
36463,LIQUOR,10
364908,WINE,14
365041,WINE,21
36528,LIQUOR,19
365300,WINE,21
36544,WINE,19
366046,WINE,14
366080,WINE,14
36641,WINE,17
366439,WINE,16
36692,LIQUOR,19
36706,LIQUOR,15
36714,LIQUOR,10
36722,LIQUOR,17
367389,WINE,18
367680,WINE,14
367699,WINE,15
367893,WINE,17
367990,WINE,16
368598,WINE,14
368784,WINE,21
368830,WINE,19
3689,BEER,8
368911,WINE,16
368938,WINE,15
369004,WINE,21
369284,WINE,21
369411,WINE,19
369420,WINE,19
36943,WINE,20
369470,WINE,14
36951,WINE,21
369845,WINE,18
369870,WINE,21
370070,WINE,18
370096,WINE,18
37010,LIQUOR,14
370266,WINE,14
37060,WINE,18
370606,WINE,15
370762,WINE,14
371068,WINE,17
371394,WINE,21
37168,LIQUOR,18
371688,WINE,16
371696,WINE,17
37176,LIQUOR,10
3719,BEER,10
371947,WINE,16
371980,WINE,20
372153,WINE,15
372218,WINE,21
372285,WINE,16
372714,WINE,15
372749,WINE,17
373044,WINE,16
37311,WINE,17
373168,WINE,21
373184,WINE,21
242024,WINE,20
373710,WINE,18
37397,WINE,18
37419,WINE,18
37427,WINE,16
374504,WINE,18
37451,WINE,19
37478,WINE,20
375071,WINE,17
37508,WINE,16
375250,WINE,16
375365,WINE,15
375632,WINE,21
37583,WINE,20
376108,WINE,16
37613,LIQUOR,13
37621,WINE,21
376230,WINE,14
376477,WINE,19
37648,WINE,18
376485,WINE,21
376523,WINE,21
376655,WINE,15
376930,WINE,15
376949,WINE,20
377082,WINE,20
377112,WINE,17
377120,WINE,17
37753,WINE,17
37761,WINE,21
377732,WINE,15
377880,WINE,14
37818,WINE,16
37826,LIQUOR,11
378305,WINE,15
378313,WINE,20
378321,WINE,20
37834,LIQUOR,13
37885,WINE,17
37893,LIQUOR,11
37907,BEER,9
379514,WINE,14
37966,LIQUOR,14
379735,WINE,20
37974,WINE,19
379921,WINE,16
379930,WINE,17
38008,LIQUOR,19
38024,LIQUOR,20
38032,LIQUOR,11
380466,WINE,18
38059,LIQUOR,13
38067,LIQUOR,13
38075,LIQUOR,20
38083,LIQUOR,14
380857,WINE,20
38091,LIQUOR,10
380938,WINE,19
38105,LIQUOR,10
38113,LIQUOR,20
38148,LIQUOR,15
38156,LIQUOR,16
381578,WINE,14
381756,WINE,17
38180,WINE,17
38199,LIQUOR,12
382000,WINE,20
382019,WINE,16
38202,LIQUOR,15
382051,WINE,21
38229,LIQUOR,15
38237,LIQUOR,20
38245,LIQUOR,20
38253,LIQUOR,16
38261,LIQUOR,11
382701,WINE,16
38288,LIQUOR,19
382930,WINE,16
38296,LIQUOR,14
382965,WINE,21
38300,LIQUOR,10
383015,WINE,17
383040,WINE,21
383317,WINE,14
38334,LIQUOR,16
38342,LIQUOR,16
383430,WINE,17
383619,WINE,14
383627,WINE,16
383767,WINE,20
383791,WINE,19
383864,WINE,14
383880,WINE,19
38393,LIQUOR,19
38407,LIQUOR,20
384119,WINE,16
384127,WINE,21
384399,WINE,14
38440,LIQUOR,16
384534,WINE,20
384569,WINE,14
38458,LIQUOR,19
384631,WINE,15
38490,LIQUOR,12
384933,WINE,18
384978,WINE,14
38504,LIQUOR,19
385048,LIQUOR,16
38512,LIQUOR,20
385131,WINE,18
38520,LIQUOR,17
385247,WINE,15
385328,WINE,16
38539,LIQUOR,19
385409,WINE,21
385441,WINE,15
385450,WINE,19
385468,WINE,19
38547,LIQUOR,14
38555,LIQUOR,18
38563,LIQUOR,20
385697,WINE,20
38571,LIQUOR,12
386049,WINE,20
386057,WINE,19
386065,WINE,20
386081,WINE,19
386260,WINE,16
38628,LIQUOR,10
38679,LIQUOR,13
38687,LIQUOR,13
38695,LIQUOR,17
38733,LIQUOR,19
38741,LIQUOR,15
38750,LIQUOR,20
38768,LIQUOR,10
38776,LIQUOR,11
38792,LIQUOR,12
38806,LIQUOR,10
38814,LIQUOR,14
388149,LIQUOR,20
38822,LIQUOR,11
38830,LIQUOR,14
388319,WINE,21
388327,WINE,17
388530,WINE,16
388556,WINE,21
38857,LIQUOR,20
388628,WINE,17
388645,WINE,14
38865,LIQUOR,17
38873,LIQUOR,20
38881,LIQUOR,19
388866,WINE,14
388920,WINE,21
388963,WINE,14
38903,LIQUOR,13
389455,WINE,19
38946,LIQUOR,17
38954,LIQUOR,18
389552,WINE,21
38962,LIQUOR,20
389675,WINE,18
389862,WINE,18
38989,LIQUOR,20
389951,WINE,19
38997,LIQUOR,19
39012,WINE,14
390250,WINE,17
390380,WINE,19
390852,WINE,20
390941,WINE,18
390968,WINE,17
391050,WINE,14
391069,WINE,15
391077,WINE,16
391131,WINE,19
391204,WINE,14
39128,LIQUOR,17
39136,LIQUOR,11
391360,WINE,15
391409,WINE,20
391646,WINE,15
39187,LIQUOR,12
391883,WINE,14
391891,WINE,14
391930,WINE,15
392103,WINE,16
392367,WINE,20
392383,WINE,18
392588,WINE,15
392693,WINE,18
392820,WINE,16
392944,WINE,14
392979,WINE,18
39322,LIQUOR,10
393410,WINE,16
393479,WINE,15
39349,WINE,15
393495,WINE,19
393521,WINE,21
393592,WINE,15
393681,WINE,20
39373,BEER,10
393886,WINE,17
393975,WINE,16
394009,WINE,21
39411,WINE,19
39446,WINE,17
39454,BEER,8
394742,WINE,21
39497,WINE,17
395064,WINE,15
395110,WINE,21
395471,WINE,15
395480,WINE,15
395560,WINE,18
395978,WINE,21
396001,WINE,14
39640,LIQUOR,20
396486,WINE,20
396508,WINE,15
39675,BEER,7
396940,WINE,19
39705,WINE,16
397121,WINE,16
39713,LIQUOR,14
397130,WINE,14
397164,WINE,17
39748,WINE,16
397490,WINE,19
397504,WINE,20
39764,WINE,18
397717,WINE,17
397830,WINE,16
397989,WINE,14
398209,WINE,14
39837,WINE,15
398764,WINE,19
398896,WINE,20
39900,WINE,21
399000,WINE,15
399086,WINE,20
399094,WINE,19
399108,WINE,20
399140,WINE,16
399167,WINE,15
399200,WINE,18
399213,WINE,17
399264,WINE,20
399329,WINE,14
39934,WINE,15
399370,WINE,15
399388,WINE,14
399396,WINE,17
39950,WINE,18
399574,WINE,14
399590,WINE,20
399809,WINE,17
39985,WINE,21
399850,WINE,21
399875,WINE,17
39993,WINE,16
400017,WINE,18
40002,WINE,18
400025,WINE,16
400149,WINE,18
40029,LIQUOR,17
400424,WINE,19
40045,WINE,15
400483,WINE,15
40052,LIQUOR,15
237822,WINE,17
40064,WINE,16
400750,WINE,16
40088,WINE,17
40093,WINE,16
40096,WINE,16
401013,WINE,14
401072,WINE,18
40118,LIQUOR,12
40122,WINE,20
40126,LIQUOR,17
401382,WINE,16
40141,LIQUOR,16
401471,WINE,16
40150,LIQUOR,18
40167,LIQUOR,15
40169,LIQUOR,19
401757,WINE,19
40177,LIQUOR,14
40179,LIQUOR,19
40185,LIQUOR,11
40189,LIQUOR,16
40193,LIQUOR,15
40207,LIQUOR,12
402079,WINE,18
402087,WINE,18
40211,LIQUOR,10
40212,WINE,15
402141,WINE,14
411973,WINE,19
402176,WINE,20
40223,LIQUOR,16
40231,LIQUOR,11
402320,WINE,21
40240,WINE,19
402435,WINE,19
402443,WINE,14
40260,WINE,19
40266,LIQUOR,19
40279,WINE,17
402800,WINE,19
40282,WINE,14
40290,LIQUOR,13
40291,LIQUOR,12
40297,LIQUOR,10
403032,WINE,20
40304,LIQUOR,14
40308,WINE,15
40316,WINE,19
40320,LIQUOR,11
40326,WINE,19
40330,LIQUOR,20
40338,WINE,19
40344,WINE,17
40352,LIQUOR,16
40359,WINE,18
403636,WINE,17
403660,WINE,16
40368,LIQUOR,13
403687,WINE,21
403709,WINE,20
40373,LIQUOR,14
40375,WINE,18
40406,WINE,18
40417,WINE,19
40423,WINE,14
40430,LIQUOR,17
40433,LIQUOR,13
40436,BEER,8
40438,LIQUOR,13
404446,WINE,21
40460,LIQUOR,11
40466,WINE,14
40467,WINE,20
40468,WINE,17
40473,WINE,15
40479,WINE,21
40480,WINE,16
40482,LIQUOR,16
40509,WINE,17
40518,WINE,19
352476,WINE,20
40529,WINE,17
40532,WINE,16
405485,WINE,19
405604,WINE,17
40562,WINE,14
4057,BEER,8
40576,LIQUOR,19
405809,WINE,21
405817,WINE,17
405841,WINE,18
405922,WINE,14
405930,WINE,18
405949,WINE,16
405981,WINE,19
406015,WINE,19
40604,WINE,16
406058,WINE,17
40607,LIQUOR,16
406090,WINE,18
406120,WINE,21
40613,WINE,14
406236,WINE,19
40625,WINE,14
406325,WINE,18
406376,WINE,16
40643,WINE,16
40644,WINE,19
406511,WINE,19
406562,WINE,18
40667,WINE,21
40676,WINE,20
406910,WINE,17
406996,WINE,20
40705,LIQUOR,15
407054,WINE,18
40720,WINE,19
407330,WINE,16
40735,WINE,18
407364,WINE,15
407518,WINE,15
407534,WINE,14
407542,WINE,17
407704,WINE,16
40774,LIQUOR,14
407828,WINE,20
407887,WINE,16
40789,WINE,16
40797,WINE,21
40803,WINE,18
408042,WINE,18
40811,WINE,16
40820,LIQUOR,13
40824,WINE,16
408263,WINE,17
408298,WINE,20
40838,WINE,15
40842,LIQUOR,18
408425,WINE,20
40843,WINE,19
40847,WINE,21
408506,WINE,14
40852,WINE,17
408590,WINE,14
408603,WINE,17
40869,WINE,16
408875,WINE,18
408948,WINE,21
40895,BEER,14
40896,WINE,16
40898,WINE,15
40911,WINE,17
40915,WINE,17
409189,WINE,16
40920,LIQUOR,11
40941,LIQUOR,11
40945,LIQUOR,10
409464,WINE,21
40947,WINE,19
40953,WINE,19
40958,BEER,12
40961,KEGS,14
40966,WINE,16
409677,WINE,20
40969,WINE,17
40975,WINE,20
40978,LIQUOR,10
40979,WINE,20
40989,LIQUOR,16
41000,WINE,19
41002,WINE,18
41004,WINE,21
41009,LIQUOR,15
41010,WINE,20
41017,LIQUOR,17
41033,LIQUOR,16
41050,LIQUOR,20
41056,LIQUOR,10
410578,WINE,15
410624,WINE,15
410756,WINE,16
41084,LIQUOR,14
410853,WINE,18
410861,WINE,21
410870,WINE,16
41092,LIQUOR,20
410926,WINE,20
41095,LIQUOR,14
41099,LIQUOR,11
41106,LIQUOR,18
41110,LIQUOR,15
41112,WINE,14
41114,WINE,14
41116,WINE,18
41118,WINE,15
411256,WINE,16
411310,WINE,20
411329,WINE,16
41133,BEER,10
411337,WINE,14
411345,WINE,18
41139,LIQUOR,15
41141,LIQUOR,19
41145,LIQUOR,11
41149,LIQUOR,20
41150,WINE,21
41154,LIQUOR,20
41158,LIQUOR,17
41162,WINE,19
41170,WINE,15
41173,LIQUOR,13
41181,LIQUOR,14
41186,WINE,19
41190,LIQUOR,18
412082,WINE,14
352242,LIQUOR,20
412210,WINE,21
412228,WINE,19
323983,WINE,19
412317,WINE,17
41235,WINE,14
412368,WINE,18
41238,WINE,19
412384,WINE,18
412392,WINE,19
41246,WINE,20
412473,WINE,15
41248,WINE,17
41262,WINE,19
412635,WINE,18
412686,WINE,20
41270,LIQUOR,17
412732,WINE,15
41277,KEGS,19
41285,BEER,14
412864,WINE,16
41297,WINE,21
41300,LIQUOR,17
413020,WINE,20
41319,LIQUOR,17
413194,WINE,15
41321,BEER,11
41322,WINE,19
41327,LIQUOR,14
413305,WINE,20
41332,BEER,11
41335,LIQUOR,19
41340,WINE,16
41342,WINE,21
413445,WINE,21
413453,WINE,18
41347,WINE,20
41351,LIQUOR,15
41352,WINE,21
413577,WINE,16
41360,LIQUOR,19
413631,WINE,14
413666,WINE,14
41378,LIQUOR,20
41381,BEER,12
41382,WINE,16
413950,WINE,20
41398,WINE,15
41399,LIQUOR,12
413992,WINE,19
41402,WINE,15
41403,LIQUOR,17
414050,WINE,14
41407,LIQUOR,12
41410,LIQUOR,14
41413,WINE,21
41416,LIQUOR,11
41417,BEER,13
414344,WINE,16
41435,WINE,16
414395,WINE,17
41440,LIQUOR,18
41441,LIQUOR,14
41443,WINE,18
41445,LIQUOR,19
41447,WINE,16
41449,WINE,16
414514,WINE,21
41453,LIQUOR,12
414573,WINE,14
41459,LIQUOR,13
41460,LIQUOR,12
41467,LIQUOR,17
41473,WINE,21
41478,WINE,16
414794,WINE,18
414875,WINE,16
41491,WINE,14
41502,LIQUOR,20
41507,WINE,17
415081,WINE,21
415146,WINE,16
415219,WINE,14
415235,WINE,17
415243,WINE,19
41525,WINE,14
41551,LIQUOR,10
41558,WINE,17
41578,WINE,19
41580,WINE,16
415847,WINE,16
415880,WINE,18
415898,WINE,20
415987,WINE,18
416045,WINE,16
416061,WINE,20
416070,WINE,21
416096,WINE,15
41628,WINE,21
41629,WINE,16
416320,WINE,19
110264,WINE,17
416509,WINE,21
41657,WINE,17
41663,WINE,15
41665,WINE,14
416673,WINE,15
41669,WINE,17
41670,WINE,15
41672,LIQUOR,18
41678,WINE,16
416797,WINE,17
41682,LIQUOR,16
41688,WINE,17
41693,WINE,20
4170,BEER,10
41701,WINE,18
417076,WINE,17
417106,WINE,15
41711,WINE,15
417149,WINE,18
41717,WINE,19
417305,WINE,21
417313,WINE,18
417321,WINE,16
417375,WINE,20
41740,LIQUOR,15
41747,WINE,14
417499,WINE,15
41758,LIQUOR,13
417655,WINE,17
417700,WINE,19
41780,WINE,16
417834,WINE,17
417901,WINE,15
418021,WINE,21
418030,WINE,16
418064,WINE,14
41808,LIQUOR,19
418099,WINE,18
418102,WINE,18
418110,WINE,15
418137,WINE,14
41821,WINE,14
418218,WINE,18
418226,WINE,21
41823,WINE,21
418234,WINE,15
41824,WINE,14
418250,WINE,14
418293,WINE,15
41840,LIQUOR,16
418412,WINE,20
41846,WINE,15
41854,LIQUOR,12
418617,WINE,21
41868,WINE,20
418694,WINE,21
418730,WINE,14
41874,WINE,15
418862,WINE,14
41891,WINE,15
41904,LIQUOR,16
41906,LIQUOR,20
41910,NON-ALCOHOL,5
41912,NON-ALCOHOL,8
41914,NON-ALCOHOL,6
41916,NON-ALCOHOL,8
41917,WINE,14
41919,WINE,19
14117,LIQUOR,16
41923,LIQUOR,19
419338,WINE,19
41934,WINE,21
419346,WINE,21
419370,WINE,15
419389,WINE,21
419451,WINE,15
419796,WINE,17
419800,WINE,21
41998,LIQUOR,18
42005,LIQUOR,15
42009,LIQUOR,15
42011,WINE,16
42013,LIQUOR,15
42023,LIQUOR,13
42030,LIQUOR,12
420344,WINE,19
42036,LIQUOR,20
42038,LIQUOR,12
42064,LIQUOR,17
42069,LIQUOR,19
420751,WINE,21
42080,LIQUOR,15
42095,WINE,18
42102,LIQUOR,16
42107,WINE,20
421103,WINE,17
42129,LIQUOR,20
421367,WINE,14
421405,WINE,20
421430,WINE,20
42145,LIQUOR,18
42153,WINE,20
421545,WINE,20
42165,WINE,14
421650,WINE,18
42170,LIQUOR,16
42174,LIQUOR,20
421758,WINE,15
42180,WINE,14
42182,WINE,18
42184,WINE,16
421979,WINE,16
42198,WINE,18
422118,WINE,16
422134,WINE,20
422142,WINE,15
42218,LIQUOR,16
42220,WINE,15
42226,LIQUOR,11
422304,WINE,16
42242,LIQUOR,11
42245,WINE,19
42250,LIQUOR,20
422630,WINE,17
42264,WINE,14
422703,WINE,18
42278,WINE,18
42285,WINE,15
422851,WINE,15
42291,WINE,16
42296,LIQUOR,10
42300,WINE,14
42302,LIQUOR,19
423050,WINE,16
42309,WINE,18
423092,WINE,18
42315,LIQUOR,13
42325,WINE,17
42331,LIQUOR,19
42338,LIQUOR,17
42339,LIQUOR,19
42349,WINE,18
423505,WINE,14
42358,LIQUOR,11
42366,LIQUOR,13
42367,WINE,21
173193,WINE,15
42378,LIQUOR,13
42385,WINE,20
42387,LIQUOR,19
42389,WINE,15
42390,LIQUOR,15
423912,WINE,18
42393,WINE,20
42416,LIQUOR,18
424374,WINE,20
424382,WINE,18
424631,WINE,21
42469,LIQUOR,16
424730,WINE,21
42476,WINE,20
42487,WINE,14
424943,WINE,18
42518,LIQUOR,13
425206,WINE,16
42522,WINE,15
425249,WINE,15
425265,WINE,15
425273,WINE,20
42535,WINE,20
425419,WINE,18
42542,LIQUOR,13
